		名詞	
ろーどばらんさー	LoadBalancer	名詞	ウェブ・IT用語
ろーどまっぷ	Roadmap	名詞	ゲーム制作・経営
ろーぶ	Robe	名詞	ゲーム用語
ろーまん	Roman	名詞	タイポグラフィ
ろーりんぐ	Rolling	名詞	映像用語
ろーる	Role	名詞	一般ビジネス
ろーるばっく	Rollback	名詞	ウェブ・IT用語
ろーわーけーす	Lowercase	名詞	タイポグラフィ
ろーわーさーど	Lower Third	名詞	映像用語
ろからいぜーしょん	Localization	名詞	ゲーム制作・経営
ろき	Loki	名詞	ゲーム用語
ろぎん	Login	名詞	一般IT
ろぐ	log	名詞	Unity/C#
ろぐ	Log	名詞	一般IT
ろぐしゅたっしゅ	Logstash	名詞	ウェブ・IT用語
ろけーしょん	Location	名詞	一般ビジネス
ろけっと	Rocket	名詞	機械・軍事
ろご	Logo	名詞	グラフィック・デザイン
ろじすてぃっくす	Logistics	名詞	一般ビジネス
ろじっく	Logic	名詞	一般IT
ろっく	lock	名詞	Unity/C#
ろっく	Lock	名詞	一般IT
ろっく	Rock	名詞	楽器・音楽
ろっと	Lot	名詞	一般ビジネス
ろっど	Rod	名詞	ゲーム用語
ろとすこーぴんぐ	Rotoscoping	名詞	アート手法
ろとすこーぷ	Rotoscoping	名詞	映像用語
ろびー	Lobby	名詞	建築・構造
ろぼっと	Robot	名詞	機械・軍事
ろんぎぬす	Longinus	名詞	ゲーム用語
ろんぐ	Long	名詞	一般ビジネス
ろんぐしょっと	Long Shot	名詞	映像用語
わーく	Work	名詞	一般ビジネス
わーくあらうんど	Workaround	名詞	ウェブ・IT用語
わーくしょっぷ	Workshop	名詞	一般ビジネス
わーくすぺーす	Workspace	名詞	編集用語
わーくふろー	Workflow	名詞	ビジネス
わーど	Word	名詞	一般ビジネス
わーにんぐ	warning	名詞	Unity/C#
わーにんぐ	Warning	名詞	一般IT
わーぷ	Warp	名詞	ゲーム用語
わーぷすたびらいざー	Warp Stabilizer	名詞	映像用語
わーむずあい	Worm's Eye	名詞	グラフィック・デザイン
わーるど	World	名詞	一般ビジネス
わーるどぽじしょん	worldPosition	名詞	Unity/C#
わーるどわいど	Worldwide	名詞	一般ビジネス
わーるどわいどうぇぶ	WWW	名詞	ウェブ・IT用語
わーろっく	Warlock	名詞	ゲーム用語
わいあふれーむ	Wireframe	名詞	ウェブ・IT用語
わいず	Wwise	名詞	サウンド
わいど	Wide	名詞	一般ビジネス
わいどえんじゅ	Wide Angle	名詞	映像用語
わいばーん	Wyvern	名詞	ゲーム用語
わいぷ	Wipe	名詞	映像用語
わいぶいゆー	YUV	名詞	映像用語
わいやー	Wire	名詞	機械・軍事
わいやれす	Wireless	名詞	ゲーム用語
わいん	Wine	名詞	素材・料理
わらんてぃ	Warranty	名詞	一般ビジネス
わるつ	Waltz	名詞	楽器・音楽
わんしょっと	One-shot	名詞	サウンド
わんど	Wand	名詞	ゲーム用語
あーわーえす	AWS	名詞	クラウド・インフラ
ぷれいはぶ	PlayFab	名詞	クラウド・mBaaS
ふぉとん	Photon	名詞	ネットワーク
るーとろっかー	LootLocker	名詞	クラウド・mBaaS
なかま	Nakama	名詞	クラウド・mBaaS
あきゅうなす	AccuLynx	名詞	ウェブ・IT用語
はぎんぐふぇいす	Hugging Face	名詞	AI・コミュニティ
すたびりてぃえーあい	Stability AI	名詞	AI・生成AI
すてーぶるでぃふゅーじょん	Stable Diffusion	名詞	AI・画像
みっどじゃーにー	Midjourney	名詞	AI・画像
らんどゔぇい	Runway	名詞	AI・映像
すのあーい	Suno AI	名詞	制作・運用
うどきお	Udio	名詞	制作・運用
あどもぶ	AdMob	名詞	ゲーム制作・経営
ゆにてぃあず	Unity Ads	名詞	ゲーム制作・経営
めでぃえーしょん	Mediation	名詞	広告配信
あっぷろゔぃん	AppLovin	名詞	制作・運用
あいろんそーす	ironSource	名詞	広告・マネタイズ
めねたいず	Monetize	名詞	制作・運用
あじゃすと	Adjust	名詞	一般ビジネス
あっぷすふらーやー	AppsFlyer	名詞	一般ビジネス
がんぷらふ	GameAnalytics	名詞	制作・運用
せんさーたわー	Sensor Tower	名詞	ゲーム制作・経営
どぅとうぃーん	DOTween	名詞	Unity/C#
おーでぃんいんすぺくたー	Odin Inspector	名詞	Unity/C#
ぜんじぇくと	Zenject	名詞	Unity/C#
ゔぃーこんてな	VContainer	名詞	Unity/C#
うにるっくす	UniRx	名詞	Unity/C#
ぷれいめーかー	PlayMaker	名詞	Unity/C#
ぷらすてぃっくえすしーえむ	Unity Version Control	名詞	制作・運用
りだー	Rider	名詞	ツール・ブランド
あうろら	Aurora	名詞	一般IT
あきゅうりー	Aキュリー	名詞	ウェブ・IT用語
あどばいざー	Advisor	名詞	ウェブ・IT用語
あねらぜーしょん	Annealing	名詞	ウェブ・IT用語
あぱっち	Apache	名詞	ウェブ・IT用語
あびらびりてぃぞーん	Availability Zone	名詞	ウェブ・IT用語
あむしす	Amuses	名詞	ウェブ・IT用語
いべんとどろいぶん	Event-driven	名詞	一般IT
えらすてぃっくべー	Elastic Beanstalk	名詞	ウェブ・IT用語
えらん	Erlang	名詞	ウェブ・IT用語
おーえむえるえす	OMLIS	名詞	ウェブ・IT用語
がんぱる	GameParal	名詞	ウェブ・IT用語
きねしす	Kinesis	名詞	一般IT
ぐらびとん	Graviton	名詞	クラウド・インフラ
さーばーせんていねん	Server Sent Events	名詞	ウェブ・IT用語
すなっぴー	Snappy	名詞	一般IT
すとあどぷろしーじゃ	Stored Procedure	名詞	一般IT
だいなもびーびー	DynamoDB	名詞	クラウド・インフラ
びっくくえり	BigQuery	名詞	一般IT
へるむ	Helm	名詞	制作_運用
ろーどばらんさー	ELB	名詞	クラウド・インフラ
わふ	WAF	名詞	制作・運用
あうとぺいんてぃんぐ	Outpainting	名詞	制作・運用
いんぺいんてぃんぐ	Inpainting	名詞	制作・運用
えれぶんらぼ	ElevenLabs	名詞	AI・音声合成
がんと	GAN	名詞	AI・生成AI
きゅーえー	Q&A	名詞	AI・言語
じぇねれーてぃぶえーあい	Generative AI	名詞	AI・生成AI
だり	DALL-E	名詞	AI・画像
てんそるふろー	TensorFlow	名詞	AI・ライブラリ
とらんすふぉーまー	Transformer	名詞	AI・ライブラリ
ぱーぷれきしてぃ	Perplexity	名詞	AI・検索
ぱいとーち	PyTorch	名詞	AI・ライブラリ
びっとねっと	BitNet	名詞	AI・次世代
ふらふ	FLUX	名詞	AI・画像
ぷろんぷと	Prompt	名詞	AI・生成AI
あらぐ	RAG	名詞	一般IT
あおえあす	ROAS	名詞	制作・運用
あこすと	ACOS	名詞	一般ビジネス
いーしーぴーえむ	eCPM	名詞	ゲーム制作・経営
とれーじゃーでーた	Treasure Data	名詞	ウェブ・IT用語
ろーかえど	Looker	名詞	一般IT
だーくろーんち	Dark Launch	名詞	制作・運用
いーさりあむ	Ethereum	名詞	ウェブ・IT用語
がすだい	Gas Fee	名詞	Web3・通信
がんまこいん	Gamma Coin	名詞	Web3・通貨
すとーれーじ	Distributed Storage	名詞	Web3・構造
すまーとこんとらくと	Smart Contract	名詞	Web3・開発
だお	DAO	名詞	一般ビジネス
ねいてぃぶとーくん	Native Token	名詞	一般ビジネス
みんと	Minting	名詞	Web3・生成
めたますく	MetaMask	名詞	Web3・ウォレット
ゆにすわっぷ	Uniswap	名詞	Web3・分散型
あっぷるびじょんぷろ	Apple Vision Pro	名詞	ハードウェア・XR
あっぷるしりこん	Apple Silicon	名詞	制作・運用
うえあらぶる	Wearable	名詞	ハードウェア
えいあーるごーぐる	AR Goggles	名詞	ハードウェア・XR
おきゅらす	Oculus	名詞	一般IT
きゅえすとぷろ	Quest Pro	名詞	ハードウェア・XR
すなっぷどらごん	Snapdragon	名詞	一般ビジネス
ばるぶいんでっくす	Valve Index	名詞	ハードウェア・XR
ぴこふぉー	PICO	名詞	ハードウェア・XR
ふぉーゔぃえいてっど	Foveated Rendering	名詞	技術・最適化
まいじっくれーぷ	Magic Leap	名詞	ハードウェア・XR
あどほっく	Adhoc	名詞	一般ビジネス
あにめーしょんこんとろーらー	AnimationController	名詞	Unity/C#
あきゅむれーた	Accumulator	名詞	Unity/C#
きゃんせるとーくん	CancellationToken	名詞	Unity/C#
ふろーてぃんぐおりじん	Floating Origin	名詞	ゲーム数学
りたまね	Re-orderable List	名詞	Unity/C#
うにたーすく	UniTask	名詞	Unity/C#
よるとり	YieldInstruction	名詞	Unity/C#
みりば	Minimum Viable Product	名詞	ゲーム制作・経営
すの	Suno AI	名詞	AI・音響
すとーれーじ	IPFS	名詞	分散型ストレージ
NFT	NFT	名詞	デジタル資産
ぷるーふおぶこんせぷと	POC	名詞	ゲーム制作・経営
みりば	MVP	名詞	ゲーム制作・経営
きょうどりょく	Kyodoryoku	名詞	制作・運用
ぷれいおぶごっどちょーずん	Play of the God-Chosen	名詞	ゲーム用語
いんにしょあらいぜーしょん	Initialization	名詞	初期化
